asset_id,risk_score,predicted_label,true_label
asset_0937,0.641,1,1
asset_0938,0.4803,0,1
asset_0939,0.3227,0,0
asset_0940,0.5007,1,0
asset_0941,0.7757,1,1
asset_0942,0.5841,1,1
asset_0943,0.202,0,0
asset_0944,0.8409,1,1
asset_0945,0.9303,1,1
asset_0946,0.2012,0,0
asset_0947,0.6132,1,1
asset_0948,0.6467,1,1
asset_0949,0.1244,0,0
asset_0950,0.6944,1,1
asset_0951,0.3896,0,0
asset_0952,0.7717,1,1
asset_0953,0.783,1,1
asset_0954,0.7839,1,1
asset_0955,0.657,1,1
asset_0956,0.5533,1,1
asset_0957,0.3229,0,0
asset_0958,0.1622,0,0
asset_0959,0.4239,0,0
asset_0960,0.5244,1,1
asset_0961,0.2156,0,1
asset_0962,0.2516,0,0
asset_0963,0.381,0,1
asset_0964,0.2667,0,0
asset_0965,0.5238,1,1
asset_0966,0.3577,0,1
asset_0967,0.5539,1,1
asset_0968,0.9005,1,1
asset_0969,0.4103,0,1
asset_0970,0.8728,1,1
asset_0971,0.7477,1,1
asset_0972,0.8722,1,1
asset_0973,0.4034,0,0
asset_0974,0.4244,0,1
asset_0975,0.484,0,1
asset_0976,0.8448,1,1
asset_0977,0.7279,1,1
asset_0978,0.4039,0,0
asset_0979,0.8293,1,1
asset_0980,0.634,1,0
asset_0981,0.7185,1,1
asset_0982,0.5294,1,1
asset_0983,0.2091,0,0
asset_0984,0.817,1,1
asset_0985,0.7318,1,1
asset_0986,0.3163,0,0
asset_0987,0.3623,0,1
asset_0988,0.3865,0,0
asset_0989,0.8688,1,1
asset_0990,0.4922,0,0
asset_0991,0.5543,1,1
asset_0992,0.7513,1,1
asset_0993,0.2712,0,0
asset_0994,0.2206,0,0
asset_0995,0.833,1,1
asset_0996,0.8331,1,1
asset_0997,0.8667,1,1
asset_0998,0.1334,0,0
asset_0999,0.815,1,1
