asset_id,risk_score,predicted_label,true_label
asset_0938,1.0,1,1
asset_0939,0.0851,0,0
asset_0940,0.0477,0,0
asset_0941,0.8424,1,1
asset_0942,0.9443,1,1
asset_0943,0.2278,0,0
asset_0944,0.8685,1,1
asset_0945,0.7562,1,1
asset_0946,0.3865,0,0
asset_0947,0.7632,1,1
asset_0948,0.8521,1,1
asset_0949,0.2202,0,0
asset_0950,0.6785,1,1
asset_0951,0.0592,0,0
asset_0952,0.8961,1,1
asset_0953,0.8059,1,1
asset_0954,0.6852,1,1
asset_0955,0.8073,1,1
asset_0956,0.795,1,1
asset_0957,0.2024,0,0
asset_0958,0.386,0,0
asset_0959,0.2461,0,0
asset_0960,0.7598,1,1
asset_0961,0.8909,1,1
asset_0962,0.0662,0,0
asset_0963,0.9274,1,1
asset_0964,0.1718,0,0
asset_0965,0.8977,1,1
asset_0966,0.7823,1,1
asset_0967,0.7492,1,1
asset_0968,0.9158,1,1
asset_0969,1.0,1,1
asset_0970,0.8334,1,1
asset_0971,0.6982,1,1
asset_0972,0.8504,1,1
asset_0973,0.0722,0,0
asset_0974,0.9382,1,1
asset_0975,1.0,1,1
asset_0976,0.9769,1,1
asset_0977,0.6733,1,1
asset_0978,0.0825,0,0
asset_0979,0.7044,1,1
asset_0980,0.0088,0,0
asset_0981,0.7824,1,1
asset_0982,0.6187,1,1
asset_0983,0.0908,0,0
asset_0984,0.8265,1,1
asset_0985,0.8406,1,1
asset_0986,0.2689,0,0
asset_0987,0.851,1,1
asset_0988,0.1488,0,0
asset_0989,0.6078,1,1
asset_0990,0.1375,0,0
asset_0991,0.8984,1,1
asset_0992,0.9037,1,1
asset_0993,0.4066,0,0
asset_0994,0.0582,0,0
asset_0995,0.7914,1,1
asset_0996,0.8457,1,1
asset_0997,0.9394,1,1
asset_0998,0.4515,0,0
asset_0999,0.9505,1,1
